system:index,district,governorate,water,year,.geo
0_0000000000000000000b,Al-Falluja,Al-Anbar,741409.0078431345,1984.0,
0_00000000000000000017,Al-Kaim,Al-Anbar,20813.46274509804,1984.0,
0_0000000000000000002b,Al-Ramadi,Al-Anbar,956701.121568627,1984.0,
0_00000000000000000045,Al-Rutba,Al-Anbar,363.0,1984.0,
0_00000000000000000052,Ana,Al-Anbar,49299.603921568625,1984.0,
0_00000000000000000060,Haditha,Al-Anbar,42872.40392156863,1984.0,
0_00000000000000000062,Heet,Al-Anbar,578572.0196078429,1984.0,
0_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,3161.3176470588232,1984.0,
0_00000000000000000007,Al-Basrah,Al-Basrah,0.0,1984.0,
0_0000000000000000000c,Al-Faw,Al-Basrah,249039.49411764648,1984.0,
0_00000000000000000023,Al-Midaina,Al-Basrah,0.0,1984.0,
0_0000000000000000002a,Al-Qurna,Al-Basrah,0.0,1984.0,
0_0000000000000000003c,Shat Al-Arab,Al-Basrah,1190.78431372549,1984.0,
0_00000000000000000050,Al-Zubair,Al-Basrah,2830.9725490196074,1984.0,
0_0000000000000000001a,Al-Khidhir,Al-Muthanna,6975.396078431373,1984.0,
0_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8271.180392156859,1984.0,
0_00000000000000000046,Al-Salman,Al-Muthanna,1429.0235294117645,1984.0,
0_00000000000000000047,Al-Samawa,Al-Muthanna,6448.890196078431,1984.0,
0_0000000000000000001b,Al-Kufa,Al-Najaf,4590.866666666667,1984.0,
0_00000000000000000021,Al-Manathera,Al-Najaf,3608.176470588235,1984.0,
0_00000000000000000027,Al-Najaf,Al-Najaf,1511.7686274509801,1984.0,
0_00000000000000000001,Afaq,Al-Qadissiya,53246.57254901966,1984.0,
0_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,123.0,1984.0,
0_0000000000000000000f,Al-Hamza,Al-Qadissiya,9728.694117647061,1984.0,
0_00000000000000000048,Al-Shamiya,Al-Qadissiya,2381.5882352941176,1984.0,
0_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1984.0,
0_00000000000000000035,Pshdar,Al-Sulaymaniyah,858.1647058823529,1984.0,
0_00000000000000000037,Rania,Al-Sulaymaniyah,94804.34509803896,1984.0,
0_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,92.35686274509804,1984.0,
0_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1984.0,
0_00000000000000000059,Chamchamal,Al-Sulaymaniyah,49.51372549019608,1984.0,
0_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,49251.56470588235,1984.0,
0_0000000000000000005d,Dokan,Al-Sulaymaniyah,73969.41568627454,1984.0,
0_00000000000000000061,Halabcha,Al-Sulaymaniyah,1589.9686274509804,1984.0,
0_00000000000000000063,Kalar,Al-Sulaymaniyah,2306.5333333333333,1984.0,
0_00000000000000000010,Al-Hashimiya,Babil,1155.0,1984.0,
0_00000000000000000013,Al-Hilla,Babil,5802.094117647059,1984.0,
0_0000000000000000001e,Al-Mahaweel,Babil,736.721568627451,1984.0,
0_00000000000000000026,Al-Mussyab,Babil,14979.423529411763,1984.0,
0_00000000000000000003,Al-Adhamiya,Baghdad,2608.196078431372,1984.0,
0_00000000000000000015,Al-Kadhmiyah,Baghdad,17454.858823529412,1984.0,
0_00000000000000000018,Al-Karkh,Baghdad,4954.023529411763,1984.0,
0_0000000000000000001d,Al-Mada'in,Baghdad,9523.819607843141,1984.0,
0_0000000000000000001f,Al-Mahmoudiya,Baghdad,5579.737254901961,1984.0,
0_0000000000000000002d,Al-Risafa,Baghdad,5166.458823529409,1984.0,
0_0000000000000000004e,Al-Thawra,Baghdad,425.09411764705885,1984.0,
0_00000000000000000004,Al-Amadiya,Duhok,989.3686274509804,1984.0,
0_0000000000000000003e,Sumail,Duhok,2688.0901960784313,1984.0,
0_00000000000000000044,Zakho,Duhok,610.2666666666667,1984.0,
0_0000000000000000005e,Duhok,Duhok,5.0,1984.0,
0_00000000000000000019,Al-Khalis,Diyala,8542.129411764705,1984.0,
0_00000000000000000025,Al-Muqdadiya,Diyala,224.156862745098,1984.0,
0_0000000000000000002f,Khanaqin,Diyala,77068.7960784313,1984.0,
0_00000000000000000030,Kifri,Diyala,0.0,1984.0,
0_00000000000000000056,Baladruz,Diyala,96.0,1984.0,
0_00000000000000000057,Baquba,Diyala,1084.3529411764705,1984.0,
0_00000000000000000032,Koysinjaq,Erbil,2461.482352941176,1984.0,
0_00000000000000000033,Makhmour,Erbil,381.99215686274516,1984.0,
0_00000000000000000038,Rawanduz,Erbil,1057.3098039215688,1984.0,
0_0000000000000000003a,Shaqlawa,Erbil,1.392156862745098,1984.0,
0_0000000000000000004f,Al-Zibar,Erbil,851.2941176470588,1984.0,
0_0000000000000000005f,Erbil,Erbil,128.0,1984.0,
0_00000000000000000002,Ain Al-Tamur,Kerbala,586072.7333333328,1984.0,
0_00000000000000000014,Al-Hindiya,Kerbala,6770.862745098038,1984.0,
0_00000000000000000064,Kerbela,Kerbala,322369.325490196,1984.0,
0_00000000000000000012,Al-Hawiga,Kirkuk,1362.4156862745099,1984.0,
0_00000000000000000031,Kirkuk,Kirkuk,74.0,1984.0,
0_0000000000000000005a,Daquq,Kirkuk,0.0,1984.0,
0_0000000000000000005c,Dibis,Kirkuk,3468.0,1984.0,
0_00000000000000000005,Al-Amara,Maysan,3028.8392156862747,1984.0,
0_00000000000000000016,Al-Kahla,Maysan,10776.16862745098,1984.0,
0_00000000000000000020,Al-Maimouna,Maysan,25658.054901960786,1984.0,
0_00000000000000000022,Al-Mejar Al-Kabir,Maysan,2793.9882352941177,1984.0,
0_00000000000000000036,Qalat Saleh,Maysan,0.0,1984.0,
0_00000000000000000051,Ali Al-Gharbi,Maysan,21462.521568627453,1984.0,
0_00000000000000000006,Al-Baaj,Ninewa,0.0,1984.0,
0_0000000000000000000e,Al-Hamdaniya,Ninewa,9734.066666666666,1984.0,
0_00000000000000000011,Al-Hatra,Ninewa,0.0,1984.0,
0_00000000000000000024,Al-Mosul,Ninewa,12964.733333333334,1984.0,
0_0000000000000000003d,Sinjar,Ninewa,0.0,1984.0,
0_00000000000000000040,Telafar,Ninewa,17343.835294117645,1984.0,
0_00000000000000000042,Tilkaef,Ninewa,14449.149019607845,1984.0,
0_0000000000000000004a,Al-Shikhan,Ninewa,3.0,1984.0,
0_00000000000000000053,Aqra,Ninewa,9786.564705882352,1984.0,
0_00000000000000000009,Al-Daur,Salah Al-Din,392.00784313725484,1984.0,
0_00000000000000000039,Samarra,Salah Al-Din,924691.4470588216,1984.0,
0_00000000000000000041,Tikrit,Salah Al-Din,7833.584313725491,1984.0,
0_00000000000000000043,Tooz Khurmato,Salah Al-Din,7.0,1984.0,
0_0000000000000000004b,Al-Shirqat,Salah Al-Din,8041.619607843138,1984.0,
0_00000000000000000055,Balad,Salah Al-Din,871065.7882352923,1984.0,
0_00000000000000000058,Baiji,Salah Al-Din,18080.70196078431,1984.0,
0_00000000000000000008,Al-Chibayish,Thi Qar,126945.84313725494,1984.0,
0_00000000000000000029,Al-Nasiriya,Thi Qar,18778.203921568624,1984.0,
0_0000000000000000002c,Al-Rifai,Thi Qar,22540.023529411763,1984.0,
0_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,47489.06666666671,1984.0,
0_00000000000000000049,Al-Shatra,Thi Qar,3779.513725490196,1984.0,
0_0000000000000000000d,Al-Hai,Wassit,7018.396078431372,1984.0,
0_0000000000000000001c,Al-Kut,Wassit,38876.30196078433,1984.0,
0_00000000000000000028,Al-Namaniya,Wassit,145943.16078431357,1984.0,
0_0000000000000000004d,Al-Suwaira,Wassit,30484.054901960786,1984.0,
0_00000000000000000054,Badra,Wassit,19.988235294117647,1984.0,
1_0000000000000000000b,Al-Falluja,Al-Anbar,762951.9960784283,1985.0,
1_00000000000000000017,Al-Kaim,Al-Anbar,21174.46274509804,1985.0,
1_0000000000000000002b,Al-Ramadi,Al-Anbar,1026854.34117647,1985.0,
1_00000000000000000045,Al-Rutba,Al-Anbar,3014.0,1985.0,
1_00000000000000000052,Ana,Al-Anbar,22738.447058823527,1985.0,
1_00000000000000000060,Haditha,Al-Anbar,17618.58823529412,1985.0,
1_00000000000000000062,Heet,Al-Anbar,576892.4705882351,1985.0,
1_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,50286.95686274516,1985.0,
1_00000000000000000007,Al-Basrah,Al-Basrah,156509.71764705886,1985.0,
1_0000000000000000000c,Al-Faw,Al-Basrah,340416.2196078425,1985.0,
1_00000000000000000023,Al-Midaina,Al-Basrah,52325.9568627452,1985.0,
1_0000000000000000002a,Al-Qurna,Al-Basrah,440399.1999999998,1985.0,
1_0000000000000000003c,Shat Al-Arab,Al-Basrah,115434.94901960767,1985.0,
1_00000000000000000050,Al-Zubair,Al-Basrah,14163.156862745112,1985.0,
1_0000000000000000001a,Al-Khidhir,Al-Muthanna,0.0,1985.0,
1_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8905.56470588235,1985.0,
1_00000000000000000046,Al-Salman,Al-Muthanna,1427.0235294117645,1985.0,
1_00000000000000000047,Al-Samawa,Al-Muthanna,6100.882352941176,1985.0,
1_0000000000000000001b,Al-Kufa,Al-Najaf,4929.866666666667,1985.0,
1_00000000000000000021,Al-Manathera,Al-Najaf,3714.749019607843,1985.0,
1_00000000000000000027,Al-Najaf,Al-Najaf,1644.7686274509801,1985.0,
1_00000000000000000001,Afaq,Al-Qadissiya,64174.85490196077,1985.0,
1_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,287.81176470588235,1985.0,
1_0000000000000000000f,Al-Hamza,Al-Qadissiya,10940.61568627451,1985.0,
1_00000000000000000048,Al-Shamiya,Al-Qadissiya,2939.309803921568,1985.0,
1_00000000000000000034,Panjwin,Al-Sulaymaniyah,1.0,1985.0,
1_00000000000000000035,Pshdar,Al-Sulaymaniyah,6521.149019607842,1985.0,
1_00000000000000000037,Rania,Al-Sulaymaniyah,113098.48235294104,1985.0,
1_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,161.40392156862745,1985.0,
1_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1985.0,
1_00000000000000000059,Chamchamal,Al-Sulaymaniyah,124.51372549019608,1985.0,
1_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,49790.470588235294,1985.0,
1_0000000000000000005d,Dokan,Al-Sulaymaniyah,80644.11372549021,1985.0,
1_00000000000000000061,Halabcha,Al-Sulaymaniyah,1779.407843137255,1985.0,
1_00000000000000000063,Kalar,Al-Sulaymaniyah,7717.490196078432,1985.0,
1_00000000000000000010,Al-Hashimiya,Babil,1882.7764705882353,1985.0,
1_00000000000000000013,Al-Hilla,Babil,6353.200000000001,1985.0,
1_0000000000000000001e,Al-Mahaweel,Babil,919.5803921568628,1985.0,
1_00000000000000000026,Al-Mussyab,Babil,16345.96862745098,1985.0,
1_00000000000000000003,Al-Adhamiya,Baghdad,2976.4509803921555,1985.0,
1_00000000000000000015,Al-Kadhmiyah,Baghdad,20246.631372549018,1985.0,
1_00000000000000000018,Al-Karkh,Baghdad,6081.207843137252,1985.0,
1_0000000000000000001d,Al-Mada'in,Baghdad,11952.392156862748,1985.0,
1_0000000000000000001f,Al-Mahmoudiya,Baghdad,6555.39607843137,1985.0,
1_0000000000000000002d,Al-Risafa,Baghdad,6175.4431372549,1985.0,
1_0000000000000000004e,Al-Thawra,Baghdad,571.5607843137255,1985.0,
1_00000000000000000004,Al-Amadiya,Duhok,1101.3686274509805,1985.0,
1_0000000000000000003e,Sumail,Duhok,790.0627450980393,1985.0,
1_00000000000000000044,Zakho,Duhok,493.6156862745098,1985.0,
1_0000000000000000005e,Duhok,Duhok,0.0,1985.0,
1_00000000000000000019,Al-Khalis,Diyala,11926.584313725489,1985.0,
1_00000000000000000025,Al-Muqdadiya,Diyala,432.43529411764706,1985.0,
1_0000000000000000002f,Khanaqin,Diyala,239161.0117647057,1985.0,
1_00000000000000000030,Kifri,Diyala,317.78823529411767,1985.0,
1_00000000000000000056,Baladruz,Diyala,219.0,1985.0,
1_00000000000000000057,Baquba,Diyala,2022.1019607843136,1985.0,
1_00000000000000000032,Koysinjaq,Erbil,6088.917647058824,1985.0,
1_00000000000000000033,Makhmour,Erbil,777.1019607843136,1985.0,
1_00000000000000000038,Rawanduz,Erbil,1485.8313725490198,1985.0,
1_0000000000000000003a,Shaqlawa,Erbil,2.6431372549019607,1985.0,
1_0000000000000000004f,Al-Zibar,Erbil,1258.0235294117647,1985.0,
1_0000000000000000005f,Erbil,Erbil,667.6235294117647,1985.0,
1_00000000000000000002,Ain Al-Tamur,Kerbala,593703.8862745091,1985.0,
1_00000000000000000014,Al-Hindiya,Kerbala,6847.862745098039,1985.0,
1_00000000000000000064,Kerbela,Kerbala,328570.4784313725,1985.0,
1_00000000000000000012,Al-Hawiga,Kirkuk,907.141176470588,1985.0,
1_00000000000000000031,Kirkuk,Kirkuk,757.2941176470588,1985.0,
1_0000000000000000005a,Daquq,Kirkuk,102.93725490196078,1985.0,
1_0000000000000000005c,Dibis,Kirkuk,837.9843137254902,1985.0,
1_00000000000000000005,Al-Amara,Maysan,3169.8392156862747,1985.0,
1_00000000000000000016,Al-Kahla,Maysan,222959.05882352946,1985.0,
1_00000000000000000020,Al-Maimouna,Maysan,35183.45490196078,1985.0,
1_00000000000000000022,Al-Mejar Al-Kabir,Maysan,186966.0117647058,1985.0,
1_00000000000000000036,Qalat Saleh,Maysan,2829.858823529412,1985.0,
1_00000000000000000051,Ali Al-Gharbi,Maysan,293.19607843137254,1985.0,
1_00000000000000000006,Al-Baaj,Ninewa,0.0,1985.0,
1_0000000000000000000e,Al-Hamdaniya,Ninewa,8371.474509803922,1985.0,
1_00000000000000000011,Al-Hatra,Ninewa,0.0,1985.0,
1_00000000000000000024,Al-Mosul,Ninewa,3293.3294117647056,1985.0,
1_0000000000000000003d,Sinjar,Ninewa,0.0,1985.0,
1_00000000000000000040,Telafar,Ninewa,113.49803921568628,1985.0,
1_00000000000000000042,Tilkaef,Ninewa,0.0,1985.0,
1_0000000000000000004a,Al-Shikhan,Ninewa,11.0,1985.0,
1_00000000000000000053,Aqra,Ninewa,14615.078431372547,1985.0,
1_00000000000000000009,Al-Daur,Salah Al-Din,556.2235294117646,1985.0,
1_00000000000000000039,Samarra,Salah Al-Din,937118.5647058802,1985.0,
1_00000000000000000041,Tikrit,Salah Al-Din,11605.164705882351,1985.0,
1_00000000000000000043,Tooz Khurmato,Salah Al-Din,163.0,1985.0,
1_0000000000000000004b,Al-Shirqat,Salah Al-Din,6733.301960784313,1985.0,
1_00000000000000000055,Balad,Salah Al-Din,881618.2117647042,1985.0,
1_00000000000000000058,Baiji,Salah Al-Din,23349.12549019608,1985.0,
1_00000000000000000008,Al-Chibayish,Thi Qar,211540.02745098041,1985.0,
1_00000000000000000029,Al-Nasiriya,Thi Qar,15514.14509803924,1985.0,
1_0000000000000000002c,Al-Rifai,Thi Qar,0.0,1985.0,
1_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,29984.733333333377,1985.0,
1_00000000000000000049,Al-Shatra,Thi Qar,0.0,1985.0,
1_0000000000000000000d,Al-Hai,Wassit,0.0,1985.0,
1_0000000000000000001c,Al-Kut,Wassit,16031.360784313722,1985.0,
1_00000000000000000028,Al-Namaniya,Wassit,166241.8117647057,1985.0,
1_0000000000000000004d,Al-Suwaira,Wassit,37489.192156862744,1985.0,
1_00000000000000000054,Badra,Wassit,7.0,1985.0,
2_0000000000000000000b,Al-Falluja,Al-Anbar,740683.8039215658,1986.0,
2_00000000000000000017,Al-Kaim,Al-Anbar,21117.137254901958,1986.0,
2_0000000000000000002b,Al-Ramadi,Al-Anbar,999317.015686274,1986.0,
2_00000000000000000045,Al-Rutba,Al-Anbar,2727.0,1986.0,
2_00000000000000000052,Ana,Al-Anbar,108747.42745098028,1986.0,
2_00000000000000000060,Haditha,Al-Anbar,255435.48627450984,1986.0,
2_00000000000000000062,Heet,Al-Anbar,580899.407843137,1986.0,
2_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,51946.43921568632,1986.0,
2_00000000000000000007,Al-Basrah,Al-Basrah,69913.16862745104,1986.0,
2_0000000000000000000c,Al-Faw,Al-Basrah,355258.7647058817,1986.0,
2_00000000000000000023,Al-Midaina,Al-Basrah,46502.466666666754,1986.0,
2_0000000000000000002a,Al-Qurna,Al-Basrah,312775.9921568628,1986.0,
2_0000000000000000003c,Shat Al-Arab,Al-Basrah,112956.01176470575,1986.0,
2_00000000000000000050,Al-Zubair,Al-Basrah,13340.670588235309,1986.0,
2_0000000000000000001a,Al-Khidhir,Al-Muthanna,6882.521568627451,1986.0,
2_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8224.03921568627,1986.0,
2_00000000000000000046,Al-Salman,Al-Muthanna,1432.0235294117645,1986.0,
2_00000000000000000047,Al-Samawa,Al-Muthanna,6581.874509803922,1986.0,
2_0000000000000000001b,Al-Kufa,Al-Najaf,4459.494117647058,1986.0,
2_00000000000000000021,Al-Manathera,Al-Najaf,3661.749019607843,1986.0,
2_00000000000000000027,Al-Najaf,Al-Najaf,1624.7686274509801,1986.0,
2_00000000000000000001,Afaq,Al-Qadissiya,79045.47843137252,1986.0,
2_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,178.81176470588235,1986.0,
2_0000000000000000000f,Al-Hamza,Al-Qadissiya,9670.411764705885,1986.0,
2_00000000000000000048,Al-Shamiya,Al-Qadissiya,2664.6862745098033,1986.0,
2_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1986.0,
2_00000000000000000035,Pshdar,Al-Sulaymaniyah,4350.321568627452,1986.0,
2_00000000000000000037,Rania,Al-Sulaymaniyah,109705.3686274508,1986.0,
2_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,222.7450980392157,1986.0,
2_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,1.0,1986.0,
2_00000000000000000059,Chamchamal,Al-Sulaymaniyah,104.51372549019608,1986.0,
2_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,50080.470588235294,1986.0,
2_0000000000000000005d,Dokan,Al-Sulaymaniyah,78640.07843137256,1986.0,
2_00000000000000000061,Halabcha,Al-Sulaymaniyah,1782.407843137255,1986.0,
2_00000000000000000063,Kalar,Al-Sulaymaniyah,5997.8549019607835,1986.0,
2_00000000000000000010,Al-Hashimiya,Babil,1679.7764705882353,1986.0,
2_00000000000000000013,Al-Hilla,Babil,6057.200000000001,1986.0,
2_0000000000000000001e,Al-Mahaweel,Babil,839.0627450980392,1986.0,
2_00000000000000000026,Al-Mussyab,Babil,16369.482352941175,1986.0,
2_00000000000000000003,Al-Adhamiya,Baghdad,2956.9686274509795,1986.0,
2_00000000000000000015,Al-Kadhmiyah,Baghdad,20761.01568627451,1986.0,
2_00000000000000000018,Al-Karkh,Baghdad,6156.239215686272,1986.0,
2_0000000000000000001d,Al-Mada'in,Baghdad,11740.603921568632,1986.0,
2_0000000000000000001f,Al-Mahmoudiya,Baghdad,6523.333333333331,1986.0,
2_0000000000000000002d,Al-Risafa,Baghdad,5887.454901960782,1986.0,
2_0000000000000000004e,Al-Thawra,Baghdad,618.5607843137255,1986.0,
2_00000000000000000004,Al-Amadiya,Duhok,1414.3686274509805,1986.0,
2_0000000000000000003e,Sumail,Duhok,15514.768627451034,1986.0,
2_00000000000000000044,Zakho,Duhok,740.6823529411765,1986.0,
2_0000000000000000005e,Duhok,Duhok,7.0,1986.0,
2_00000000000000000019,Al-Khalis,Diyala,11025.858823529412,1986.0,
2_00000000000000000025,Al-Muqdadiya,Diyala,503.9529411764706,1986.0,
2_0000000000000000002f,Khanaqin,Diyala,197306.35294117648,1986.0,
2_00000000000000000030,Kifri,Diyala,121.30980392156863,1986.0,
2_00000000000000000056,Baladruz,Diyala,189.0,1986.0,
2_00000000000000000057,Baquba,Diyala,1955.1019607843139,1986.0,
2_00000000000000000032,Koysinjaq,Erbil,4915.0745098039215,1986.0,
2_00000000000000000033,Makhmour,Erbil,695.1058823529411,1986.0,
2_00000000000000000038,Rawanduz,Erbil,1520.6549019607842,1986.0,
2_0000000000000000003a,Shaqlawa,Erbil,2.6431372549019607,1986.0,
2_0000000000000000004f,Al-Zibar,Erbil,1086.0235294117647,1986.0,
2_0000000000000000005f,Erbil,Erbil,499.46666666666664,1986.0,
2_00000000000000000002,Ain Al-Tamur,Kerbala,570408.9450980386,1986.0,
2_00000000000000000014,Al-Hindiya,Kerbala,6746.862745098038,1986.0,
2_00000000000000000064,Kerbela,Kerbala,296564.4784313725,1986.0,
2_00000000000000000012,Al-Hawiga,Kirkuk,3520.360784313725,1986.0,
2_00000000000000000031,Kirkuk,Kirkuk,601.0274509803921,1986.0,
2_0000000000000000005a,Daquq,Kirkuk,189.93725490196078,1986.0,
2_0000000000000000005c,Dibis,Kirkuk,5274.98431372549,1986.0,
2_00000000000000000005,Al-Amara,Maysan,2934.858823529412,1986.0,
2_00000000000000000016,Al-Kahla,Maysan,180179.87843137252,1986.0,
2_00000000000000000020,Al-Maimouna,Maysan,25025.125490196082,1986.0,
2_00000000000000000022,Al-Mejar Al-Kabir,Maysan,109987.60784313729,1986.0,
2_00000000000000000036,Qalat Saleh,Maysan,1223.5019607843137,1986.0,
2_00000000000000000051,Ali Al-Gharbi,Maysan,20916.52549019608,1986.0,
2_00000000000000000006,Al-Baaj,Ninewa,0.0,1986.0,
2_0000000000000000000e,Al-Hamdaniya,Ninewa,16976.494117647057,1986.0,
2_00000000000000000011,Al-Hatra,Ninewa,0.0,1986.0,
2_00000000000000000024,Al-Mosul,Ninewa,17727.435294117648,1986.0,
2_0000000000000000003d,Sinjar,Ninewa,0.0,1986.0,
2_00000000000000000040,Telafar,Ninewa,202768.98039215663,1986.0,
2_00000000000000000042,Tilkaef,Ninewa,111024.79999999989,1986.0,
2_0000000000000000004a,Al-Shikhan,Ninewa,8.0,1986.0,
2_00000000000000000053,Aqra,Ninewa,15597.454901960784,1986.0,
2_00000000000000000009,Al-Daur,Salah Al-Din,661.835294117647,1986.0,
2_00000000000000000039,Samarra,Salah Al-Din,934775.262745096,1986.0,
2_00000000000000000041,Tikrit,Salah Al-Din,10129.270588235293,1986.0,
2_00000000000000000043,Tooz Khurmato,Salah Al-Din,380.4039215686274,1986.0,
2_0000000000000000004b,Al-Shirqat,Salah Al-Din,11293.850980392157,1986.0,
2_00000000000000000055,Balad,Salah Al-Din,878589.7882352923,1986.0,
2_00000000000000000058,Baiji,Salah Al-Din,22421.384313725488,1986.0,
2_00000000000000000008,Al-Chibayish,Thi Qar,167872.8431372549,1986.0,
2_00000000000000000029,Al-Nasiriya,Thi Qar,21718.3254901961,1986.0,
2_0000000000000000002c,Al-Rifai,Thi Qar,23600.86666666667,1986.0,
2_0000000000000000003f,Suq Al-Shoyokh,Thi Qar,41361.60784313727,1986.0,
2_00000000000000000049,Al-Shatra,Thi Qar,5247.945098039216,1986.0,
2_0000000000000000000d,Al-Hai,Wassit,7567.380392156862,1986.0,
2_0000000000000000001c,Al-Kut,Wassit,39288.03529411767,1986.0,
2_00000000000000000028,Al-Namaniya,Wassit,167006.9843137253,1986.0,
2_0000000000000000004d,Al-Suwaira,Wassit,34696.192156862744,1986.0,
2_00000000000000000054,Badra,Wassit,51.98823529411764,1986.0,
3_0000000000000000000b,Al-Falluja,Al-Anbar,700850.2313725463,1987.0,
3_00000000000000000017,Al-Kaim,Al-Anbar,20254.46274509804,1987.0,
3_0000000000000000002b,Al-Ramadi,Al-Anbar,970744.6196078429,1987.0,
3_00000000000000000045,Al-Rutba,Al-Anbar,2626.0,1987.0,
3_00000000000000000052,Ana,Al-Anbar,168388.2196078429,1987.0,
3_00000000000000000060,Haditha,Al-Anbar,314931.07450980385,1987.0,
3_00000000000000000062,Heet,Al-Anbar,584825.9803921566,1987.0,
3_00000000000000000000,Abu Al-Khaseeb,Al-Basrah,47356.007843137304,1987.0,
3_00000000000000000007,Al-Basrah,Al-Basrah,36685.01176470592,1987.0,
3_0000000000000000000c,Al-Faw,Al-Basrah,321789.89803921524,1987.0,
3_00000000000000000023,Al-Midaina,Al-Basrah,39201.72941176471,1987.0,
3_0000000000000000002a,Al-Qurna,Al-Basrah,148675.45882352945,1987.0,
3_0000000000000000003c,Shat Al-Arab,Al-Basrah,88657.25490196084,1987.0,
3_00000000000000000050,Al-Zubair,Al-Basrah,12389.65098039217,1987.0,
3_0000000000000000001a,Al-Khidhir,Al-Muthanna,6927.396078431373,1987.0,
3_0000000000000000002e,Al-Rumaitha,Al-Muthanna,8232.694117647055,1987.0,
3_00000000000000000046,Al-Salman,Al-Muthanna,1423.9450980392155,1987.0,
3_00000000000000000047,Al-Samawa,Al-Muthanna,6739.247058823528,1987.0,
3_0000000000000000001b,Al-Kufa,Al-Najaf,4312.494117647058,1987.0,
3_00000000000000000021,Al-Manathera,Al-Najaf,3267.7254901960787,1987.0,
3_00000000000000000027,Al-Najaf,Al-Najaf,1571.8784313725487,1987.0,
3_00000000000000000001,Afaq,Al-Qadissiya,67635.98039215684,1987.0,
3_0000000000000000000a,Al-Diwaniya,Al-Qadissiya,78.0,1987.0,
3_0000000000000000000f,Al-Hamza,Al-Qadissiya,9770.227450980394,1987.0,
3_00000000000000000048,Al-Shamiya,Al-Qadissiya,2565.917647058823,1987.0,
3_00000000000000000034,Panjwin,Al-Sulaymaniyah,0.0,1987.0,
3_00000000000000000035,Pshdar,Al-Sulaymaniyah,5411.254901960785,1987.0,
3_00000000000000000037,Rania,Al-Sulaymaniyah,112643.42745098023,1987.0,
3_0000000000000000003b,Sharbazher,Al-Sulaymaniyah,116.10588235294118,1987.0,
3_0000000000000000004c,Al-Sulaymaniyah,Al-Sulaymaniyah,0.0,1987.0,
3_00000000000000000059,Chamchamal,Al-Sulaymaniyah,76.51372549019608,1987.0,
3_0000000000000000005b,Derbendikhan,Al-Sulaymaniyah,49902.470588235294,1987.0,
3_0000000000000000005d,Dokan,Al-Sulaymaniyah,80423.16078431375,1987.0,
3_00000000000000000061,Halabcha,Al-Sulaymaniyah,1715.407843137255,1987.0,
3_00000000000000000063,Kalar,Al-Sulaymaniyah,3189.478431372549,1987.0,
3_00000000000000000010,Al-Hashimiya,Babil,1077.0,1987.0,
3_00000000000000000013,Al-Hilla,Babil,5692.341176470589,1987.0,
3_0000000000000000001e,Al-Mahaweel,Babil,693.2705882352941,1987.0,
3_00000000000000000026,Al-Mussyab,Babil,16680.73725490196,1987.0,
3_00000000000000000003,Al-Adhamiya,Baghdad,2791.9254901960776,1987.0,
3_00000000000000000015,Al-Kadhmiyah,Baghdad,19770.482352941173,1987.0,
3_00000000000000000018,Al-Karkh,Baghdad,6235.199999999996,1987.0,
3_0000000000000000001d,Al-Mada'in,Baghdad,11409.572549019611,1987.0,
3_0000000000000000001f,Al-Mahmoudiya,Baghdad,6049.043137254902,1987.0,
3_0000000000000000002d,Al-Risafa,Baghdad,5426.043137254901,1987.0,
3_0000000000000000004e,Al-Thawra,Baghdad,507.09411764705885,1987.0,
3_00000000000000000004,Al-Amadiya,Duhok,977.9921568627451,1987.0,
3_0000000000000000003e,Sumail,Duhok,15553.682352941232,1987.0,
3_00000000000000000044,Zakho,Duhok,656.7803921568627,1987.0,
3_0000000000000000005e,Duhok,Duhok,102.0,1987.0,
3_00000000000000000019,Al-Khalis,Diyala,10988.666666666664,1987.0,
3_00000000000000000025,Al-Muqdadiya,Diyala,321.3921568627451,1987.0,
3_0000000000000000002f,Khanaqin,Diyala,236378.04705882337,1987.0,
3_00000000000000000030,Kifri,Diyala,268.16470588235296,1987.0,
3_00000000000000000056,Baladruz,Diyala,204.0,1987.0,
