system:index,month,name,water,year,.geo
2_3_0000000000000000000a,4.0,Al-Rumaitha,8024.600000000001,2015.0,
2_3_0000000000000000000c,4.0,Al-Salman,49867.694117647065,2015.0,
2_3_0000000000000000000d,4.0,Al-Samawa,7629.937254901961,2015.0,
2_3_0000000000000000003a,4.0,Al-Khidhir,13247.070588235281,2015.0,
2_3_00000000000000000003,4.0,Al-Najaf,139045.65490196075,2015.0,
2_3_0000000000000000003b,4.0,Al-Kufa,5262.6,2015.0,
2_3_00000000000000000041,4.0,Al-Manathera,2805.2784313725488,2015.0,
2_3_0000000000000000000e,4.0,Al-Shamiya,2452.5686274509803,2015.0,
2_3_00000000000000000021,4.0,Afaq,87430.10588235295,2015.0,
2_3_0000000000000000002a,4.0,Al-Diwaniya,2171.9960784313726,2015.0,
2_3_0000000000000000002f,4.0,Al-Hamza,7498.725490196078,2015.0,
2_3_00000000000000000012,4.0,Al-Sulaymaniyah,278.0,2015.0,
2_3_0000000000000000001f,4.0,Chamchamal,1953.3450980392156,2015.0,
2_3_00000000000000000045,4.0,Derbendikhan,63114.55294117647,2015.0,
2_3_00000000000000000047,4.0,Dokan,86021.05490196084,2015.0,
2_3_0000000000000000004b,4.0,Halabcha,10864.482352941177,2015.0,
2_3_0000000000000000004d,4.0,Kalar,9581.94117647059,2015.0,
2_3_00000000000000000054,4.0,Panjwin,89.0,2015.0,
2_3_00000000000000000055,4.0,Pshdar,4897.705882352936,2015.0,
2_3_00000000000000000057,4.0,Rania,115839.26274509799,2015.0,
2_3_0000000000000000005b,4.0,Sharbazher,2108.156862745098,2015.0,
2_3_00000000000000000002,4.0,Al-Mussyab,52155.807843137256,2015.0,
2_3_00000000000000000030,4.0,Al-Hashimiya,2586.3529411764703,2015.0,
2_3_00000000000000000033,4.0,Al-Hilla,11020.764705882353,2015.0,
2_3_0000000000000000003e,4.0,Al-Mahaweel,16431.101960784323,2015.0,
2_3_00000000000000000009,4.0,Al-Risafa,6835.400000000001,2015.0,
2_3_00000000000000000014,4.0,Al-Thawra,1064.1019607843136,2015.0,
2_3_00000000000000000023,4.0,Al-Adhamiya,3194.7254901960778,2015.0,
2_3_00000000000000000035,4.0,Al-Kadhmiyah,41973.56470588235,2015.0,
2_3_00000000000000000038,4.0,Al-Karkh,9124.799999999996,2015.0,
2_3_0000000000000000003d,4.0,Al-Mada'in,33526.12549019611,2015.0,
2_3_0000000000000000003f,4.0,Al-Mahmoudiya,15284.709803921573,2015.0,
2_3_00000000000000000024,4.0,Al-Amadiya,4011.403921568627,2015.0,
2_3_00000000000000000048,4.0,Duhok,3401.8313725490198,2015.0,
2_3_0000000000000000005e,4.0,Sumail,25876.42352941183,2015.0,
2_3_00000000000000000064,4.0,Zakho,4905.439215686274,2015.0,
2_3_00000000000000000001,4.0,Al-Muqdadiya,2397.4196078431373,2015.0,
2_3_0000000000000000001c,4.0,Baladruz,2033.2980392156862,2015.0,
2_3_0000000000000000001d,4.0,Baquba,1436.1647058823528,2015.0,
2_3_00000000000000000039,4.0,Al-Khalis,14801.41568627451,2015.0,
2_3_0000000000000000004f,4.0,Khanaqin,182368.02745098007,2015.0,
2_3_00000000000000000050,4.0,Kifri,1234.4470588235295,2015.0,
2_3_00000000000000000015,4.0,Al-Zibar,2517.3882352941177,2015.0,
2_3_00000000000000000049,4.0,Erbil,1351.698039215686,2015.0,
2_3_00000000000000000052,4.0,Koysinjaq,9207.349019607844,2015.0,
2_3_00000000000000000053,4.0,Makhmour,1346.1019607843136,2015.0,
2_3_00000000000000000058,4.0,Rawanduz,3945.9058823529426,2015.0,
2_3_0000000000000000005a,4.0,Shaqlawa,55.674509803921566,2015.0,
2_3_00000000000000000022,4.0,Ain Al-Tamur,329954.4117647058,2015.0,
2_3_00000000000000000034,4.0,Al-Hindiya,5749.596078431373,2015.0,
2_3_0000000000000000004e,4.0,Kerbela,132055.01568627454,2015.0,
2_3_00000000000000000032,4.0,Al-Hawiga,6662.549019607843,2015.0,
2_3_00000000000000000044,4.0,Daquq,20372.078431372553,2015.0,
2_3_00000000000000000046,4.0,Dibis,8001.152941176471,2015.0,
2_3_00000000000000000051,4.0,Kirkuk,4483.164705882353,2015.0,
2_3_00000000000000000017,4.0,Ali Al-Gharbi,86774.6274509804,2015.0,
2_3_00000000000000000025,4.0,Al-Amara,41906.807843137256,2015.0,
2_3_00000000000000000036,4.0,Al-Kahla,288371.831372549,2015.0,
2_3_00000000000000000040,4.0,Al-Maimouna,85627.29411764708,2015.0,
2_3_00000000000000000042,4.0,Al-Mejar Al-Kabir,368994.3647058821,2015.0,
2_3_00000000000000000056,4.0,Qalat Saleh,3752.2862745098037,2015.0,
2_3_00000000000000000000,4.0,Al-Mosul,30914.407843137255,2015.0,
2_3_00000000000000000010,4.0,Al-Shikhan,1398.5450980392156,2015.0,
2_3_00000000000000000019,4.0,Aqra,26224.431372549017,2015.0,
2_3_00000000000000000026,4.0,Al-Baaj,19.0,2015.0,
2_3_0000000000000000002e,4.0,Al-Hamdaniya,32235.96862745099,2015.0,
2_3_00000000000000000031,4.0,Al-Hatra,73.88627450980393,2015.0,
2_3_0000000000000000005d,4.0,Sinjar,12.0,2015.0,
2_3_00000000000000000060,4.0,Telafar,250857.9725490194,2015.0,
2_3_00000000000000000062,4.0,Tilkaef,138711.15686274497,2015.0,
2_3_00000000000000000011,4.0,Al-Shirqat,20324.521568627475,2015.0,
2_3_0000000000000000001b,4.0,Balad,864876.3843137241,2015.0,
2_3_0000000000000000001e,4.0,Beygee,39248.30980392158,2015.0,
2_3_00000000000000000029,4.0,Al-Daur,1713.9411764705878,2015.0,
2_3_00000000000000000059,4.0,Samarra,704077.9999999995,2015.0,
2_3_00000000000000000061,4.0,Tikrit,18226.721568627458,2015.0,
2_3_00000000000000000063,4.0,Tooz Khurmato,77780.19607843136,2015.0,
2_3_00000000000000000005,4.0,Al-Nasiriya,199504.76078431334,2015.0,
2_3_00000000000000000008,4.0,Al-Rifai,23986.47450980392,2015.0,
2_3_0000000000000000000f,4.0,Al-Shatra,18827.89411764706,2015.0,
2_3_00000000000000000028,4.0,Al-Chibayish,629960.5490196077,2015.0,
2_3_0000000000000000005f,4.0,Suq Al-Shoyokh,229466.96078431373,2015.0,
2_3_00000000000000000004,4.0,Al-Namaniya,183451.43921568626,2015.0,
2_3_00000000000000000013,4.0,Al-Suwaira,53064.24705882352,2015.0,
2_3_0000000000000000001a,4.0,Badra,3096.996078431373,2015.0,
2_3_0000000000000000002d,4.0,Al-Hai,15060.69019607843,2015.0,
2_3_0000000000000000003c,4.0,Al-Kut,62946.92549019612,2015.0,
2_4_00000000000000000007,5.0,Al-Ramadi,626704.3490196075,2015.0,
2_4_0000000000000000000b,5.0,Al-Rutba,10338.0,2015.0,
2_4_00000000000000000018,5.0,Ana,51056.71764705883,2015.0,
2_4_0000000000000000002b,5.0,Al-Falluja,188205.35686274504,2015.0,
2_4_00000000000000000037,5.0,Al-Kaim,16056.709803921567,2015.0,
2_4_0000000000000000004a,5.0,Haditha,183052.64705882355,2015.0,
2_4_0000000000000000004c,5.0,Heet,474258.3568627448,2015.0,
2_4_00000000000000000006,5.0,Al-Qurna,90182.14117647064,2015.0,
2_4_00000000000000000016,5.0,Al-Zubair,14174.329411764718,2015.0,
2_4_00000000000000000020,5.0,Abu Al-Khaseeb,65489.68235294125,2015.0,
2_4_00000000000000000027,5.0,Al-Basrah,134961.67843137257,2015.0,
2_4_0000000000000000002c,5.0,Al-Faw,394703.6980392148,2015.0,
2_4_00000000000000000043,5.0,Al-Midaina,196888.6117647058,2015.0,
2_4_0000000000000000005c,5.0,Shat Al-Arab,44417.90980392166,2015.0,
2_4_0000000000000000000a,5.0,Al-Rumaitha,5309.054901960785,2015.0,
2_4_0000000000000000000c,5.0,Al-Salman,23422.788235294116,2015.0,
2_4_0000000000000000000d,5.0,Al-Samawa,4163.901960784314,2015.0,
2_4_0000000000000000003a,5.0,Al-Khidhir,5463.623529411765,2015.0,
2_4_00000000000000000003,5.0,Al-Najaf,119197.53725490195,2015.0,
2_4_0000000000000000003b,5.0,Al-Kufa,1864.6196078431371,2015.0,
2_4_00000000000000000041,5.0,Al-Manathera,1277.2117647058824,2015.0,
2_4_0000000000000000000e,5.0,Al-Shamiya,1589.9098039215687,2015.0,
2_4_00000000000000000021,5.0,Afaq,66109.12549019606,2015.0,
2_4_0000000000000000002a,5.0,Al-Diwaniya,817.0,2015.0,
2_4_0000000000000000002f,5.0,Al-Hamza,5193.450980392157,2015.0,
2_4_00000000000000000012,5.0,Al-Sulaymaniyah,197.0,2015.0,
2_4_0000000000000000001f,5.0,Chamchamal,636.1294117647059,2015.0,
2_4_00000000000000000045,5.0,Derbendikhan,56542.00000000001,2015.0,
2_4_00000000000000000047,5.0,Dokan,88637.06274509808,2015.0,
2_4_0000000000000000004b,5.0,Halabcha,9127.27843137255,2015.0,
2_4_0000000000000000004d,5.0,Kalar,6553.145098039215,2015.0,
2_4_00000000000000000054,5.0,Panjwin,1.0,2015.0,
2_4_00000000000000000055,5.0,Pshdar,3988.77254901961,2015.0,
2_4_00000000000000000057,5.0,Rania,121959.17647058824,2015.0,
2_4_0000000000000000005b,5.0,Sharbazher,756.0196078431372,2015.0,
2_4_00000000000000000002,5.0,Al-Mussyab,35318.541176470586,2015.0,
2_4_00000000000000000030,5.0,Al-Hashimiya,1006.0,2015.0,
2_4_00000000000000000033,5.0,Al-Hilla,8253.921568627451,2015.0,
2_4_0000000000000000003e,5.0,Al-Mahaweel,11736.48235294118,2015.0,
2_4_00000000000000000009,5.0,Al-Risafa,5969.474509803922,2015.0,
2_4_00000000000000000014,5.0,Al-Thawra,722.3372549019608,2015.0,
2_4_00000000000000000023,5.0,Al-Adhamiya,2831.294117647059,2015.0,
2_4_00000000000000000035,5.0,Al-Kadhmiyah,30319.447058823527,2015.0,
2_4_00000000000000000038,5.0,Al-Karkh,7456.38039215686,2015.0,
2_4_0000000000000000003d,5.0,Al-Mada'in,15599.12156862744,2015.0,
2_4_0000000000000000003f,5.0,Al-Mahmoudiya,10162.87450980392,2015.0,
2_4_00000000000000000024,5.0,Al-Amadiya,2960.1882352941175,2015.0,
2_4_00000000000000000048,5.0,Duhok,3284.5372549019608,2015.0,
2_4_0000000000000000005e,5.0,Sumail,26684.725490196146,2015.0,
2_4_00000000000000000064,5.0,Zakho,3993.482352941176,2015.0,
2_4_00000000000000000001,5.0,Al-Muqdadiya,166.1607843137255,2015.0,
2_4_0000000000000000001c,5.0,Baladruz,1052.0,2015.0,
2_4_0000000000000000001d,5.0,Baquba,376.9490196078431,2015.0,
2_4_00000000000000000039,5.0,Al-Khalis,9499.56862745098,2015.0,
2_4_0000000000000000004f,5.0,Khanaqin,145126.45490196082,2015.0,
2_4_00000000000000000050,5.0,Kifri,809.0,2015.0,
2_4_00000000000000000015,5.0,Al-Zibar,2200.3960784313726,2015.0,
2_4_00000000000000000049,5.0,Erbil,1206.698039215686,2015.0,
2_4_00000000000000000052,5.0,Koysinjaq,7890.941176470588,2015.0,
2_4_00000000000000000053,5.0,Makhmour,1227.478431372549,2015.0,
2_4_00000000000000000058,5.0,Rawanduz,3322.835294117648,2015.0,
2_4_0000000000000000005a,5.0,Shaqlawa,43.423529411764704,2015.0,
2_4_00000000000000000022,5.0,Ain Al-Tamur,319377.4235294117,2015.0,
2_4_00000000000000000034,5.0,Al-Hindiya,3982.301960784314,2015.0,
2_4_0000000000000000004e,5.0,Kerbela,116422.80784313727,2015.0,
2_4_00000000000000000032,5.0,Al-Hawiga,5234.478431372549,2015.0,
2_4_00000000000000000044,5.0,Daquq,17008.14509803922,2015.0,
2_4_00000000000000000046,5.0,Dibis,6759.560784313726,2015.0,
2_4_00000000000000000051,5.0,Kirkuk,4016.149019607843,2015.0,
2_4_00000000000000000017,5.0,Ali Al-Gharbi,42080.80392156864,2015.0,
2_4_00000000000000000025,5.0,Al-Amara,7439.615686274508,2015.0,
2_4_00000000000000000036,5.0,Al-Kahla,182147.65882352937,2015.0,
2_4_00000000000000000040,5.0,Al-Maimouna,44336.611764705885,2015.0,
2_4_00000000000000000042,5.0,Al-Mejar Al-Kabir,182406.31372549018,2015.0,
2_4_00000000000000000056,5.0,Qalat Saleh,2087.3019607843135,2015.0,
2_4_00000000000000000000,5.0,Al-Mosul,29416.458823529414,2015.0,
2_4_00000000000000000010,5.0,Al-Shikhan,900.2745098039215,2015.0,
2_4_00000000000000000019,5.0,Aqra,25848.164705882355,2015.0,
2_4_00000000000000000026,5.0,Al-Baaj,997.0,2015.0,
2_4_0000000000000000002e,5.0,Al-Hamdaniya,29906.435294117655,2015.0,
2_4_00000000000000000031,5.0,Al-Hatra,580.4509803921569,2015.0,
2_4_0000000000000000005d,5.0,Sinjar,19.0,2015.0,
2_4_00000000000000000060,5.0,Telafar,250511.25098039195,2015.0,
2_4_00000000000000000062,5.0,Tilkaef,139689.51372549008,2015.0,
2_4_00000000000000000011,5.0,Al-Shirqat,19334.94509803924,2015.0,
2_4_0000000000000000001b,5.0,Balad,852662.3725490185,2015.0,
2_4_0000000000000000001e,5.0,Beygee,33949.40784313726,2015.0,
2_4_00000000000000000029,5.0,Al-Daur,1117.125490196078,2015.0,
2_4_00000000000000000059,5.0,Samarra,712085.6862745093,2015.0,
2_4_00000000000000000061,5.0,Tikrit,15694.678431372555,2015.0,
2_4_00000000000000000063,5.0,Tooz Khurmato,73139.87843137249,2015.0,
2_4_00000000000000000005,5.0,Al-Nasiriya,175243.15294117611,2015.0,
2_4_00000000000000000008,5.0,Al-Rifai,9855.878431372548,2015.0,
2_4_0000000000000000000f,5.0,Al-Shatra,6145.905882352941,2015.0,
2_4_00000000000000000028,5.0,Al-Chibayish,378052.1372549021,2015.0,
2_4_0000000000000000005f,5.0,Suq Al-Shoyokh,139824.7568627451,2015.0,
2_4_00000000000000000004,5.0,Al-Namaniya,167866.09803921566,2015.0,
2_4_00000000000000000013,5.0,Al-Suwaira,21913.815686274505,2015.0,
2_4_0000000000000000001a,5.0,Badra,691.0431372549019,2015.0,
2_4_0000000000000000002d,5.0,Al-Hai,11524.513725490197,2015.0,
2_4_0000000000000000003c,5.0,Al-Kut,42698.949019607855,2015.0,
2_5_00000000000000000007,6.0,Al-Ramadi,636406.3372549016,2015.0,
2_5_0000000000000000000b,6.0,Al-Rutba,8854.0,2015.0,
2_5_00000000000000000018,6.0,Ana,44164.27843137255,2015.0,
2_5_0000000000000000002b,6.0,Al-Falluja,186337.78431372548,2015.0,
2_5_00000000000000000037,6.0,Al-Kaim,14748.929411764706,2015.0,
2_5_0000000000000000004a,6.0,Haditha,167498.16078431375,2015.0,
2_5_0000000000000000004c,6.0,Heet,475491.73333333305,2015.0,
2_5_00000000000000000006,6.0,Al-Qurna,91070.54509803926,2015.0,
2_5_00000000000000000016,6.0,Al-Zubair,14153.20784313727,2015.0,
2_5_00000000000000000020,6.0,Abu Al-Khaseeb,69430.13725490205,2015.0,
2_5_00000000000000000027,6.0,Al-Basrah,131895.15686274506,2015.0,
2_5_0000000000000000002c,6.0,Al-Faw,412056.8549019599,2015.0,
2_5_00000000000000000043,6.0,Al-Midaina,210289.0078431371,2015.0,
2_5_0000000000000000005c,6.0,Shat Al-Arab,46454.90980392168,2015.0,
2_5_0000000000000000000a,6.0,Al-Rumaitha,5390.435294117647,2015.0,
2_5_0000000000000000000c,6.0,Al-Salman,12115.019607843138,2015.0,
2_5_0000000000000000000d,6.0,Al-Samawa,3851.7843137254904,2015.0,
2_5_0000000000000000003a,6.0,Al-Khidhir,3584.5098039215686,2015.0,
2_5_00000000000000000003,6.0,Al-Najaf,115169.6862745098,2015.0,
2_5_0000000000000000003b,6.0,Al-Kufa,6206.8,2015.0,
2_5_00000000000000000041,6.0,Al-Manathera,4139.121568627451,2015.0,
2_5_0000000000000000000e,6.0,Al-Shamiya,3332.0313725490196,2015.0,
2_5_00000000000000000021,6.0,Afaq,51017.49803921567,2015.0,
2_5_0000000000000000002a,6.0,Al-Diwaniya,670.0,2015.0,
2_5_0000000000000000002f,6.0,Al-Hamza,6036.082352941176,2015.0,
2_5_00000000000000000012,6.0,Al-Sulaymaniyah,195.0,2015.0,
2_5_0000000000000000001f,6.0,Chamchamal,543.3058823529411,2015.0,
2_5_00000000000000000045,6.0,Derbendikhan,62781.909803921575,2015.0,
2_5_00000000000000000047,6.0,Dokan,89260.74509803926,2015.0,
2_5_0000000000000000004b,6.0,Halabcha,10462.643137254903,2015.0,
2_5_0000000000000000004d,6.0,Kalar,9110.619607843137,2015.0,
2_5_00000000000000000054,6.0,Panjwin,17.0,2015.0,
2_5_00000000000000000055,6.0,Pshdar,3892.380392156864,2015.0,
2_5_00000000000000000057,6.0,Rania,122837.50196078433,2015.0,
2_5_0000000000000000005b,6.0,Sharbazher,904.6980392156863,2015.0,
2_5_00000000000000000002,6.0,Al-Mussyab,42639.89803921568,2015.0,
2_5_00000000000000000030,6.0,Al-Hashimiya,2597.592156862745,2015.0,
2_5_00000000000000000033,6.0,Al-Hilla,10712.160784313724,2015.0,
2_5_0000000000000000003e,6.0,Al-Mahaweel,22790.000000000015,2015.0,
2_5_00000000000000000009,6.0,Al-Risafa,6038.560784313727,2015.0,
2_5_00000000000000000014,6.0,Al-Thawra,835.5450980392156,2015.0,
2_5_00000000000000000023,6.0,Al-Adhamiya,2881.5098039215686,2015.0,
2_5_00000000000000000035,6.0,Al-Kadhmiyah,34303.73333333334,2015.0,
2_5_00000000000000000038,6.0,Al-Karkh,8164.596078431369,2015.0,
2_5_0000000000000000003d,6.0,Al-Mada'in,29345.407843137287,2015.0,
2_5_0000000000000000003f,6.0,Al-Mahmoudiya,11068.019607843135,2015.0,
2_5_00000000000000000024,6.0,Al-Amadiya,2829.286274509804,2015.0,
2_5_00000000000000000048,6.0,Duhok,3249.478431372549,2015.0,
2_5_0000000000000000005e,6.0,Sumail,26453.15686274516,2015.0,
2_5_00000000000000000064,6.0,Zakho,2754.933333333333,2015.0,
2_5_00000000000000000001,6.0,Al-Muqdadiya,354.0509803921569,2015.0,
2_5_0000000000000000001c,6.0,Baladruz,1028.0,2015.0,
2_5_0000000000000000001d,6.0,Baquba,608.0509803921568,2015.0,
2_5_00000000000000000039,6.0,Al-Khalis,11681.890196078431,2015.0,
2_5_0000000000000000004f,6.0,Khanaqin,140347.85490196082,2015.0,
2_5_00000000000000000050,6.0,Kifri,1274.0,2015.0,
2_5_00000000000000000015,6.0,Al-Zibar,1966.2588235294118,2015.0,
2_5_00000000000000000049,6.0,Erbil,1139.698039215686,2015.0,
2_5_00000000000000000052,6.0,Koysinjaq,7273.349019607843,2015.0,
2_5_00000000000000000053,6.0,Makhmour,1108.8,2015.0,
2_5_00000000000000000058,6.0,Rawanduz,2896.9411764705883,2015.0,
2_5_0000000000000000005a,6.0,Shaqlawa,26.423529411764704,2015.0,
2_5_00000000000000000022,6.0,Ain Al-Tamur,313906.1803921569,2015.0,
2_5_00000000000000000034,6.0,Al-Hindiya,5259.207843137255,2015.0,
2_5_0000000000000000004e,6.0,Kerbela,109574.0705882353,2015.0,
2_5_00000000000000000032,6.0,Al-Hawiga,4343.799999999999,2015.0,
2_5_00000000000000000044,6.0,Daquq,15015.309803921571,2015.0,
2_5_00000000000000000046,6.0,Dibis,5079.670588235294,2015.0,
2_5_00000000000000000051,6.0,Kirkuk,3595.6039215686274,2015.0,
2_5_00000000000000000017,6.0,Ali Al-Gharbi,28863.192156862744,2015.0,
2_5_00000000000000000025,6.0,Al-Amara,3950.031372549019,2015.0,
2_5_00000000000000000036,6.0,Al-Kahla,196198.39607843134,2015.0,
2_5_00000000000000000040,6.0,Al-Maimouna,25557.058823529424,2015.0,
2_5_00000000000000000042,6.0,Al-Mejar Al-Kabir,246488.6078431372,2015.0,
2_5_00000000000000000056,6.0,Qalat Saleh,1832.6196078431371,2015.0,
2_5_00000000000000000000,6.0,Al-Mosul,22123.41176470589,2015.0,
2_5_00000000000000000010,6.0,Al-Shikhan,492.5411764705882,2015.0,
2_5_00000000000000000019,6.0,Aqra,22903.623529411765,2015.0,
2_5_00000000000000000026,6.0,Al-Baaj,1.0,2015.0,
2_5_0000000000000000002e,6.0,Al-Hamdaniya,24682.211764705888,2015.0,
2_5_00000000000000000031,6.0,Al-Hatra,24.0,2015.0,
2_5_0000000000000000005d,6.0,Sinjar,0.0,2015.0,
2_5_00000000000000000060,6.0,Telafar,255764.1568627449,2015.0,
2_5_00000000000000000062,6.0,Tilkaef,135660.83921568614,2015.0,
2_5_00000000000000000011,6.0,Al-Shirqat,14845.14117647061,2015.0,
2_5_0000000000000000001b,6.0,Balad,832752.4941176459,2015.0,
2_5_0000000000000000001e,6.0,Beygee,26578.031372549023,2015.0,
2_5_00000000000000000029,6.0,Al-Daur,1129.847058823529,2015.0,
2_5_00000000000000000059,6.0,Samarra,698361.5450980387,2015.0,
2_5_00000000000000000061,6.0,Tikrit,13431.372549019608,2015.0,
2_5_00000000000000000063,6.0,Tooz Khurmato,71513.83529411757,2015.0,
2_5_00000000000000000005,6.0,Al-Nasiriya,141191.76470588217,2015.0,
2_5_00000000000000000008,6.0,Al-Rifai,5998.807843137255,2015.0,
2_5_0000000000000000000f,6.0,Al-Shatra,3366.478431372549,2015.0,
2_5_00000000000000000028,6.0,Al-Chibayish,350477.65882352955,2015.0,
2_5_0000000000000000005f,6.0,Suq Al-Shoyokh,72408.64313725494,2015.0,
2_5_00000000000000000004,6.0,Al-Namaniya,161896.60392156855,2015.0,
2_5_00000000000000000013,6.0,Al-Suwaira,35279.46666666666,2015.0,
2_5_0000000000000000001a,6.0,Badra,129.92549019607844,2015.0,
2_5_0000000000000000002d,6.0,Al-Hai,9781.56862745098,2015.0,
2_5_0000000000000000003c,6.0,Al-Kut,34950.12941176473,2015.0,
2_6_00000000000000000007,7.0,Al-Ramadi,606842.4274509801,2015.0,
2_6_0000000000000000000b,7.0,Al-Rutba,7496.0,2015.0,
2_6_00000000000000000018,7.0,Ana,41090.09019607843,2015.0,
2_6_0000000000000000002b,7.0,Al-Falluja,178806.36078431367,2015.0,
2_6_00000000000000000037,7.0,Al-Kaim,14961.898039215686,2015.0,
2_6_0000000000000000004a,7.0,Haditha,153737.40784313728,2015.0,
2_6_0000000000000000004c,7.0,Heet,471494.44313725457,2015.0,
2_6_00000000000000000006,7.0,Al-Qurna,86207.1764705882,2015.0,
2_6_00000000000000000016,7.0,Al-Zubair,13739.341176470602,2015.0,
2_6_00000000000000000020,7.0,Abu Al-Khaseeb,65017.49803921576,2015.0,
2_6_00000000000000000027,7.0,Al-Basrah,125870.36078431373,2015.0,
2_6_0000000000000000002c,7.0,Al-Faw,375601.878431372,2015.0,
2_6_00000000000000000043,7.0,Al-Midaina,166749.9019607842,2015.0,
2_6_0000000000000000005c,7.0,Shat Al-Arab,47256.83137254914,2015.0,
2_6_0000000000000000000a,7.0,Al-Rumaitha,5427.5921568627455,2015.0,
2_6_0000000000000000000c,7.0,Al-Salman,5096.4078431372545,2015.0,
2_6_0000000000000000000d,7.0,Al-Samawa,3855.627450980392,2015.0,
2_6_0000000000000000003a,7.0,Al-Khidhir,3656.792156862745,2015.0,
2_6_00000000000000000003,7.0,Al-Najaf,104635.48235294118,2015.0,
2_6_0000000000000000003b,7.0,Al-Kufa,4760.333333333333,2015.0,
2_6_00000000000000000041,7.0,Al-Manathera,3592.2117647058826,2015.0,
2_6_0000000000000000000e,7.0,Al-Shamiya,2758.4862745098035,2015.0,
2_6_00000000000000000021,7.0,Afaq,43124.960784313735,2015.0,
2_6_0000000000000000002a,7.0,Al-Diwaniya,296.0,2015.0,
2_6_0000000000000000002f,7.0,Al-Hamza,6033.552941176471,2015.0,
2_6_00000000000000000012,7.0,Al-Sulaymaniyah,188.0,2015.0,
2_6_0000000000000000001f,7.0,Chamchamal,519.2901960784313,2015.0,
2_6_00000000000000000045,7.0,Derbendikhan,59579.921568627455,2015.0,
2_6_00000000000000000047,7.0,Dokan,87611.28235294123,2015.0,
2_6_0000000000000000004b,7.0,Halabcha,7203.125490196078,2015.0,
2_6_0000000000000000004d,7.0,Kalar,9037.18823529412,2015.0,
2_6_00000000000000000054,7.0,Panjwin,10.0,2015.0,
2_6_00000000000000000055,7.0,Pshdar,2730.3450980392167,2015.0,
2_6_00000000000000000057,7.0,Rania,118575.06666666667,2015.0,
2_6_0000000000000000005b,7.0,Sharbazher,404.98039215686276,2015.0,
2_6_00000000000000000002,7.0,Al-Mussyab,38219.141176470584,2015.0,
2_6_00000000000000000030,7.0,Al-Hashimiya,1612.0,2015.0,
2_6_00000000000000000033,7.0,Al-Hilla,8589.376470588235,2015.0,
2_6_0000000000000000003e,7.0,Al-Mahaweel,19449.462745098044,2015.0,
2_6_00000000000000000009,7.0,Al-Risafa,5506.356862745098,2015.0,
2_6_00000000000000000014,7.0,Al-Thawra,761.5450980392156,2015.0,
2_6_00000000000000000023,7.0,Al-Adhamiya,2700.572549019608,2015.0,
2_6_00000000000000000035,7.0,Al-Kadhmiyah,29601.28235294118,2015.0,
2_6_00000000000000000038,7.0,Al-Karkh,7515.792156862744,2015.0,
2_6_0000000000000000003d,7.0,Al-Mada'in,22381.831372549037,2015.0,
2_6_0000000000000000003f,7.0,Al-Mahmoudiya,9898.627450980392,2015.0,
2_6_00000000000000000024,7.0,Al-Amadiya,1934.4156862745099,2015.0,
2_6_00000000000000000048,7.0,Duhok,3144.619607843137,2015.0,
2_6_0000000000000000005e,7.0,Sumail,23818.580392156928,2015.0,
2_6_00000000000000000064,7.0,Zakho,1467.0941176470587,2015.0,
2_6_00000000000000000001,7.0,Al-Muqdadiya,171.09803921568627,2015.0,
2_6_0000000000000000001c,7.0,Baladruz,26.0,2015.0,
2_6_0000000000000000001d,7.0,Baquba,417.6,2015.0,
2_6_00000000000000000039,7.0,Al-Khalis,10681.8431372549,2015.0,
2_6_0000000000000000004f,7.0,Khanaqin,123393.21568627453,2015.0,
2_6_00000000000000000050,7.0,Kifri,910.0,2015.0,
2_6_00000000000000000015,7.0,Al-Zibar,1479.98431372549,2015.0,
2_6_00000000000000000049,7.0,Erbil,1337.7137254901959,2015.0,
2_6_00000000000000000052,7.0,Koysinjaq,8536.364705882354,2015.0,
2_6_00000000000000000053,7.0,Makhmour,822.4313725490196,2015.0,
2_6_00000000000000000058,7.0,Rawanduz,1830.6196078431374,2015.0,
2_6_0000000000000000005a,7.0,Shaqlawa,13.423529411764706,2015.0,
2_6_00000000000000000022,7.0,Ain Al-Tamur,303926.9098039217,2015.0,
2_6_00000000000000000034,7.0,Al-Hindiya,4416.458823529412,2015.0,
2_6_0000000000000000004e,7.0,Kerbela,100527.60392156865,2015.0,
2_6_00000000000000000032,7.0,Al-Hawiga,7348.125490196078,2015.0,
2_6_00000000000000000044,7.0,Daquq,12452.1568627451,2015.0,
2_6_00000000000000000046,7.0,Dibis,6996.054901960784,2015.0,
2_6_00000000000000000051,7.0,Kirkuk,3246.3843137254903,2015.0,
2_6_00000000000000000017,7.0,Ali Al-Gharbi,24103.819607843136,2015.0,
2_6_00000000000000000025,7.0,Al-Amara,3207.313725490196,2015.0,
2_6_00000000000000000036,7.0,Al-Kahla,163011.49803921566,2015.0,
2_6_00000000000000000040,7.0,Al-Maimouna,10259.643137254901,2015.0,
2_6_00000000000000000042,7.0,Al-Mejar Al-Kabir,176540.80392156861,2015.0,
2_6_00000000000000000056,7.0,Qalat Saleh,1081.58431372549,2015.0,
2_6_00000000000000000000,7.0,Al-Mosul,18892.86666666667,2015.0,
2_6_00000000000000000010,7.0,Al-Shikhan,166.5607843137255,2015.0,
2_6_00000000000000000019,7.0,Aqra,17230.243137254904,2015.0,
2_6_00000000000000000026,7.0,Al-Baaj,3.0,2015.0,
